,0,1,2,3
705,66,67,72,67.14
706,65,66,71,66.14
707,62,63,68,63.13999999999999
708,63,64,69,64.14
709,63,64,69,64.14
710,64,65,70,65.14
711,71,72,77,72.14
712,61,62,67,62.14
713,66,67,72,67.14
714,67,68,73,68.14
715,65,66,71,66.14
716,63,64,69,64.14
717,63,64,69,64.14
718,64,65,70,65.14
719,63,64,69,64.14
720,58,59,63,59.06999999999999
721,61,62,66,62.07
722,61,62,66,62.07
723,60,61,65,61.07000000000001
724,64,65,69,65.07
725,64,65,69,65.07
726,61,62,66,62.07
727,60,61,65,61.07000000000001
728,64,65,69,65.07
729,60,61,65,61.07000000000001
730,62,63,67,63.06999999999999
731,66,67,71,67.07
732,64,65,69,65.07
733,64,65,69,65.07
734,66,67,71,67.07
735,63,64,68,64.07
736,61,62,67,62.14
737,61,62,67,62.14
738,61,62,67,62.14
739,61,62,67,62.14
740,63,64,69,64.14
741,65,66,71,66.14
742,68,69,74,69.14
743,69,70,75,70.14
744,60,61,63,60.93000000000001
745,61,62,66,62.07
746,53,54,58,54.06999999999999
747,58,59,63,59.06999999999999
748,63,64,69,64.14
749,58,59,64,59.14
750,59,59,67,59.559999999999995
751,58,58,66,58.559999999999995
752,68,69,74,69.14
753,60,61,66,61.14
754,62,63,68,63.13999999999999
755,67,68,73,68.14
756,69,70,75,70.14
757,68,69,74,69.14
758,68,69,74,69.14
759,76,77,82,77.13999999999999
760,72,72,80,72.55999999999999
761,74,74,82,74.55999999999999
762,76,76,84,76.55999999999999
763,76,76,84,76.55999999999999
764,78,78,86,78.55999999999999
765,80,80,88,80.55999999999999
766,77,77,85,77.56
767,71,71,79,71.56
768,81,82,87,82.14
769,77,78,83,78.14
770,76,77,82,77.13999999999999
771,78,79,84,79.13999999999999
772,77,78,83,78.14
773,79,80,85,80.14
774,81,82,87,82.14
775,80,81,86,81.14
776,75,75,83,75.56
777,79,79,87,79.56
778,78,79,84,79.13999999999999
779,84,85,90,85.14
780,77,78,82,78.07
781,83,84,88,84.07
782,82,83,87,83.07
783,87,88,90,87.92999999999999
784,85,86,91,86.14
785,79,80,85,80.14
786,76,77,82,77.13999999999999
787,82,83,88,83.13999999999999
788,86,87,92,87.14
789,81,82,87,82.14
790,77,78,83,78.14
791,82,83,88,83.13999999999999
792,78,79,84,79.13999999999999
793,78,79,84,79.13999999999999
794,75,76,81,76.14
795,76,77,82,77.13999999999999
796,83,84,89,84.14
797,82,83,88,83.13999999999999
798,77,78,83,78.14
799,77,78,83,78.14
800,86,87,92,87.14
801,84,85,90,85.14
802,79,80,85,80.14
803,78,79,84,79.13999999999999
804,77,78,83,78.14
805,82,83,88,83.13999999999999
806,86,87,92,87.14
807,73,74,79,74.14
808,83,84,86,83.92999999999999
809,86,87,91,87.07000000000001
810,80,81,85,81.07000000000001
811,85,86,90,86.07
812,80,81,86,81.14
813,84,85,90,85.14
814,80,80,88,80.55999999999999
815,86,86,94,86.55999999999999
816,97,98,103,98.14000000000001
817,82,83,88,83.13999999999999
818,82,83,88,83.13999999999999
819,82,83,88,83.13999999999999
820,80,81,86,81.14
821,82,83,88,83.13999999999999
822,85,86,91,86.14
823,94,95,100,95.13999999999999
824,94,95,99,95.07
825,94,95,99,95.07
826,90,91,95,91.07
827,101,102,106,102.07000000000001
828,95,96,100,96.07000000000001
829,79,80,84,80.07
830,82,83,87,83.07
831,81,82,86,82.07
832,81,81,89,81.56
833,80,80,88,80.55999999999999
834,76,77,82,77.13999999999999
835,75,76,81,76.14
836,90,91,95,91.07
837,95,96,100,96.07000000000001
838,85,86,90,86.07
839,91,92,94,91.92999999999999
840,99,100,105,100.13999999999999
841,87,88,93,88.14
842,87,88,93,88.14
843,77,78,83,78.14
844,78,79,84,79.13999999999999
845,88,89,94,89.14
846,87,88,93,88.14
847,73,74,79,74.14
848,77,78,83,78.14
849,76,77,82,77.13999999999999
850,76,77,82,77.13999999999999
851,79,80,85,80.14
852,80,81,86,81.14
853,66,67,72,67.14
854,70,71,76,71.13999999999999
855,69,70,75,70.14
856,67,68,73,68.14
857,72,73,78,73.13999999999999
858,73,74,79,74.14
859,71,72,77,72.14
860,69,70,75,70.14
861,65,66,71,66.14
862,62,63,68,63.13999999999999
863,61,62,67,62.14
864,70,70,78,70.56
865,71,71,79,71.56
866,62,62,70,62.559999999999995
867,58,58,66,58.559999999999995
868,66,66,74,66.56
869,62,62,70,62.559999999999995
870,58,58,66,58.559999999999995
871,67,67,75,67.56
872,62,63,68,63.13999999999999
873,61,62,67,62.14
874,57,58,63,58.14
875,52,53,58,53.14
876,50,51,56,51.14
877,52,53,58,53.14
878,58,59,64,59.14
879,62,63,68,63.13999999999999
880,58,59,64,59.14
881,49,50,55,50.14
882,62,63,68,63.13999999999999
883,72,73,78,73.13999999999999
884,62,63,68,63.13999999999999
885,62,63,68,63.13999999999999
886,62,63,68,63.13999999999999
887,45,46,51,46.13999999999999
888,55,56,61,56.14
889,53,54,59,54.13999999999999
890,53,54,59,54.13999999999999
891,55,56,61,56.14
892,51,52,57,52.14
893,45,46,51,46.13999999999999
894,46,47,52,47.14
895,52,53,58,53.14
896,48,49,53,49.07
897,46,47,51,47.07
898,46,47,51,47.07
899,57,58,62,58.07
900,56,57,62,57.14
901,39,40,45,40.13999999999999
902,43,44,49,44.14
903,39,40,45,40.13999999999999
904,46,47,52,47.14
905,45,46,51,46.13999999999999
906,47,48,53,48.14
907,42,43,48,43.14
908,45,46,51,46.13999999999999
909,46,47,52,47.14
910,51,52,57,52.14
911,45,46,51,46.13999999999999
912,43,44,49,44.14
913,47,48,53,48.14
914,44,45,50,45.14
915,46,47,52,47.14
916,49,50,55,50.14
917,47,48,53,48.14
918,50,51,56,51.14
919,52,53,58,53.14
920,49,50,55,50.14
921,51,52,57,52.14
922,53,54,59,54.13999999999999
923,50,51,56,51.14
924,53,54,59,54.13999999999999
925,56,57,62,57.14
926,51,52,57,52.14
927,49,50,55,50.14
928,53,54,59,54.13999999999999
929,51,52,57,52.14
930,48,49,54,49.14
931,52,53,58,53.14
932,53,54,56,53.92999999999999
933,52,53,57,53.07
934,53,54,58,54.06999999999999
935,52,53,57,53.07
936,51,52,57,52.14
937,52,53,58,53.14
938,50,50,58,50.56
939,51,51,59,51.56
940,61,61,69,61.56
941,57,57,65,57.56
942,62,62,70,62.559999999999995
943,59,59,67,59.559999999999995
944,57,57,65,57.56
945,60,60,68,60.559999999999995
946,58,58,66,58.559999999999995
947,62,62,70,62.559999999999995
948,48,49,54,49.14
949,56,57,62,57.14
950,56,57,62,57.14
951,56,57,62,57.14
952,59,60,65,60.14
953,56,57,62,57.14
954,55,56,61,56.14
955,57,58,63,58.14
956,64,65,70,65.14
957,61,62,67,62.14
958,60,61,66,61.14
959,63,64,69,64.14
960,62,63,68,63.13999999999999
961,60,61,66,61.14
962,62,63,68,63.13999999999999
963,64,65,70,65.14
964,57,57,65,57.56
965,60,60,68,60.559999999999995
966,59,59,67,59.559999999999995
967,62,62,70,62.559999999999995
968,60,60,68,60.559999999999995
969,56,56,64,56.56
970,61,61,69,61.56
971,58,58,66,58.559999999999995
972,61,62,67,62.14
973,58,59,64,59.14
974,62,63,68,63.13999999999999
975,62,63,68,63.13999999999999
976,54,55,60,55.14
977,57,58,63,58.14
978,64,65,70,65.14
979,62,63,68,63.13999999999999
980,60,60,68,60.559999999999995
981,61,61,69,61.56
982,62,62,70,62.559999999999995
983,61,61,69,61.56
984,60,60,68,60.559999999999995
985,60,60,68,60.559999999999995
986,63,63,71,63.559999999999995
987,65,65,73,65.56
988,61,61,69,61.56
989,60,60,68,60.559999999999995
990,61,61,69,61.56
991,64,64,72,64.56
992,63,63,71,63.559999999999995
993,60,60,68,60.559999999999995
994,60,60,68,60.559999999999995
995,62,62,70,62.559999999999995
996,61,62,67,62.14
997,63,64,69,64.14
998,59,60,65,60.14
999,65,66,71,66.14
1000,61,62,67,62.14
1001,67,68,73,68.14
1002,61,62,67,62.14
1003,61,62,67,62.14
1004,56,57,62,57.14
1005,64,65,70,65.14
1006,66,67,72,67.14
1007,65,66,71,66.14
1008,66,67,72,67.14
1009,64,65,70,65.14
1010,63,64,69,64.14
1011,68,69,74,69.14
1012,63,64,69,64.14
1013,66,67,72,67.14
1014,67,68,73,68.14
1015,65,66,71,66.14
1016,65,66,71,66.14
1017,68,69,74,69.14
1018,69,70,75,70.14
1019,68,69,74,69.14
1020,66,67,71,67.07
1021,68,69,73,69.07000000000001
1022,66,67,71,67.07
1023,62,63,67,63.06999999999999
1024,63,64,68,64.07
1025,66,67,71,67.07
1026,64,65,69,65.07
1027,60,61,65,61.07000000000001
1028,60,61,65,61.07000000000001
1029,58,59,63,59.06999999999999
1030,62,63,67,63.06999999999999
1031,66,67,71,67.07
1032,64,65,69,65.07
1033,66,67,71,67.07
1034,70,71,75,71.07
1035,69,70,74,70.07000000000001
1036,65,66,71,66.14
1037,64,65,70,65.14
1038,63,64,69,64.14
1039,62,63,68,63.13999999999999
1040,63,64,69,64.14
1041,65,66,71,66.14
1042,67,68,73,68.14
1043,68,69,74,69.14
1044,67,68,70,67.93
1045,67,68,72,68.07000000000001
1046,62,63,67,63.06999999999999
1047,65,66,70,66.07
1048,65,66,71,66.14
1049,59,60,65,60.14
1050,62,62,70,62.559999999999995
1051,61,61,69,61.56
1052,66,67,72,67.14
